startup_name ;Industries;Location;Investor Name;Lead Investor ;Number of Investors;Funding Type ;Month;Day;Year
Cognaize;Artificial Intelligence (AI), B2B, Financial Services, FinTech, Information Technology, Machine Learning, Software;New York, New York, United States, North America;Argonautic Ventures, Metaplanet;Argonautic Ventures;2;Series A ;Jul;18;2023
Bowery Valuation;Commercial Real Estate, Productivity Tools, SaaS;New York, New York, United States, North America;Builders VC, Camber Creek, Capital One Ventures, Curql, Fika Ventures, Goldman Sachs Asset Management, MetaProp, Navitas Capital, Nine Four Ventures, StepStone Group;Goldman Sachs Asset Management;10;Series B;Jul;18;2023
Source;Architecture, Construction, Database, Marketplace, Procurement, SaaS;Clackamas, Oregon, United States, North America;Founders' Co-op, M13, Oregon Venture Fund, Revolution’s Rise of the Rest Seed Fund, Rogue Venture Partners;M13;5;Series A;Jul;18;2023
Hammerspace;Artificial Intelligence (AI), Cloud Data Services, Cloud Storage, Data Management, Data Storage;San Mateo, California, United States, North America;ARK Investment Management, ICU Ventures, Pier 88 Investment Partners, Prosperity7 Ventures;Prosperity7 Ventures;4;Series A;Jul;18;2023
Unstructured Technologies;Artificial Intelligence (AI), Machine Learning, Natural Language Processing, Open Source;Rocklin, California, United States, North America;Alumni Ventures, Angel Collective Opportunity Fund, Bain Capital Ventures, Bob van Luijt, Harrison Chase, Josh Lefkowitz, M12 - Microsoft's Venture Fund, Madrona, Mango Capital, MongoDB Ventures, Shield Capital;Alumni Ventures, Madrona;11;Series A;Jul;19;2023
Black Crow AI;Analytics, Artificial Intelligence (AI), Machine Learning, Marketing, Predictive Analytics, Software;New York, New York, United States, North America;Bloomberg Beta, Good Friends, Habitat Partners, Imaginary Ventures, Interlock Partners, Interplay, Left Lane Capital, Primary Venture Partners, Tapestry VC, Vast Ventures, William Ackman;Imaginary Ventures;11;Series A;Jul;19;2023
RISC Zero.;Developer Tools, Information Technology, Software;Seattle, Washington, United States, North America;A100x Ventures, Aglaé Ventures, Alchemy, Bain Capital Crypto, Blockchain Capital, Delphi Ventures, Fenbushi Capital, Figment Capital, Galaxy Digital, IOBC Capital, IOSG Ventures, Maven 11 Capital, Neel Somani, RockawayX, Zero DAO;Blockchain Capital;15;Series A;Jul;19;2023
Hightouch;CRM, Developer Platform, SaaS;San Francisco, California, United States, North America;Amplify Partners, Bain Capital Ventures, Databricks Ventures, ICONIQ Capital, Y Combinator;Bain Capital Ventures;5;Series B;Jul;19;2023
Globaleur;Artificial Intelligence (AI), Developer APIs, Machine Learning, Software, Tourism, Travel;Santa Clara, California, United States, North America;Big Basin Capital, Hi Investment Partners, KNet Investment Partners, Z Venture Capital;"
—";4;Series A;Jul;21;2023
Language I/O;Communications Infrastructure, Customer Service, Machine Learning, SaaS, Translation Service;Cheyenne, Wyoming, United States, North America;Gutbrain Ventures, Joint Effects, Omega Venture Partners, PBJ Capital, Wyoming Business Council;Joint Effects, Wyoming Business Council;5;Series A;Jul;24;2023
Ennabl;Database, InsurTech, Software;Greenwich, Connecticut, United States, North America;Altai Ventures, Brewer Lane Ventures;Brewer Lane Ventures;2;Series A;jul;25;2023
Stay Ai;Artificial Intelligence (AI), CRM, SaaS, Subscription Service;New York, New York, United States, North America;Adam Turner, Boulder Food Group ('BFG'), Nik Sharma, RiverPark Ventures, Telescope Partners, Vanterra Capital, Watchfire Ventures;Telescope Partners, Watchfire Ventures;7;Series A;Jul;25;2023
Ampcontrol;Artificial Intelligence (AI), Electric Vehicle, Energy, Fleet Management, Machine Learning, Power Grid, Smart Cities, Smart Home, Transportation;New York, New York, United States, North America;AngelPad, Lorimer Ventures, The Westly Group;The Westly Group;3;Series A;Jul;26;2023
Protect AI;Artificial Intelligence (AI), Cyber Security, Machine Learning, Security, Software;Seattle, Washington, United States, North America;Acrew Capital, boldstart ventures, Evolution Equity Partners, Knollwood Capital, Pelion Venture Partners, Salesforce Ventures;Evolution Equity Partners;6;Series A;Jul;26;2023
Proprio;Artificial Intelligence (AI), Augmented Reality, Health Care, Hospital, Machine Learning;Seattle, Washington, United States, North America;SquareOne Capital, Trousdale Ventures;-;2;Series B;Jul;27;2023
Switchboard Software;Analytics, Big Data, Cloud Data Services, Enterprise Software, SaaS;San Francisco, California, United States, North America;GFT Ventures, Quest Venture Partners;GFT Ventures, Quest Venture Partners;2;Series A ;Jul;27;2023
CompScience;Artificial Intelligence (AI), Commercial Insurance, Computer Vision, Industrial, Insurance, InsurTech, Internet of Things, Machine Learning, Software;San Francisco, California, United States, North America;Four More Capital, Valor Equity Partners;Valor Equity Partners;2;Series A;Jul;27;2023
Transcend;Information Technology, Infrastructure, SaaS, Software;Princeton, New Jersey, United States, North America;Arosa Capital Management, Aspen Capital Group, Autodesk, Chartline, HG Ventures, PureTerra Ventures, Riverstone Holdings;_;7;Series B;Jul;31;2023
Akkio;Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Cloud Data Services, Data Mining, Data Visualization, Machine Learning, Software;Boston, Massachusetts, United States, North America;Bain Capital Ventures, Pandome;Bain Capital Ventures, Pandome;2;Series A ;Aug;1;2023
Fuel Me;Fuel, Marketplace, SaaS, Software;Chicago, Illinois, United States, North America;Bessemer Venture Partners, Bridge Ventures, Correlation Ventures, FJ Labs, Forefront Venture Partners, Gaingels, HPA (Hyde Park Angels), Interplay, Pritzker Group Venture Capital, Tribeca Venture Partners;Pritzker Group Venture Capital, Tribeca Venture Partners;10;Series A;Aug;1;2023
Socket;Artificial Intelligence (AI), Cloud Security, Cyber Security, Developer Tools, Internet, Open Source, Security, Software;Stanford, California, United States, North America;Aaron Levie, Abstract, Andreessen Horowitz, Arash Ferdowsi, Dylan Field, Frederic Kerrest, Guillermo Rauch, Jawed Karim, Julia Hartz, Kevin Hartz, Michael Ovitz, Nat Friedman, Unusual Ventures, WndrCo;"
Andreessen Horowitz";14;Series A;Aug;1;2023
Neon;Cloud Computing, Database, Developer Tools, Information Technology;Menlo Park, California, United States, North America;Databricks Ventures, Founders Fund, General Catalyst, Khosla Ventures, Menlo Ventures, Notable Capital, Snowflake Ventures;Menlo Ventures;7;Series B;Aug;1;2023
Iworld AI;Artificial Intelligence (AI), Developer APIs, Developer Tools, Generative AI, Machine Learning, Mobile Apps;Mountain View, California, United States, North America;Dentsu Ventures, First Spark Ventures, LG Technology Ventures, Lightspeed Venture Partners, M12 - Microsoft's Venture Fund, Samsung NEXT, Stanford University, XRM Media;Lightspeed Venture Partners;8;Series A;Aug;2;2023
Knot;Developer APIs, FinTech;New York, New York, United States, North America;Adam Messinger, Alex Johnson, Amex Ventures, Bryan Baum, Charles Li, Charley Ma, David Petersen, Eoghan McCabe, Ethan Bloch, Good Friends, Jason Mikula, Jason Robins, Jason Saltzman, Joey Levy, Jonathan Awad, K5 Global, Lydia Jett, Mark Peter Davis, Nava Ventures, Nick Soman, Plaid;Nava Ventures;21;Series A;Aug;3;2023
Lula;Artificial Intelligence (AI), Developer APIs, FinTech, Insurance, InsurTech;Miami, Florida, United States, North America;Founders Fund, Karman Ventures, Khosla Ventures, NextView Ventures, Plug and Play, Stephen Pagliuca, Steve McLaughlin;Khosla Ventures, NextView Ventures;7;Series B;Aug;3;2023
Transcend Sofwtare;Environmental Engineering, SaaS, Software;Princeton, New Jersey, United States, North America;Arosa Capital Management, Aspen Capital Group, Autodesk, HG Ventures, National Grid Partners (NGP), PureTerra Ventures, Riverstone Holdings;_;7;Series B;Aug;3;2023
Haus;Analytics, Enterprise Software, Marketing, Test and Measurement;Mountain View, California, United States, North America;Baseline Ventures, Haystack, Insight Partners, MANTIS Venture Capital, Octave Ventures LLC, Upside Partnership;Insight Partners;6;Series A;Aug;3;2023
Endor Labs;Cyber Security, Developer Platform, Open Source, Security, Software;"
Palo Alto, California, United States, North America";Coatue, Dell Technologies Capital, Lightspeed Venture Partners, S32;Lightspeed Venture Partners;4;Series A;Aug;3;2023
Tractian;Artificial Intelligence (AI), B2B, Hardware, Internet of Things, Machine Learning, Manufacturing, SaaS, Software;Atlanta, Georgia, United States, North America;Andy McCall, Brian Requarth, DGF, Filip Kaliszan, General Catalyst, Hans Robertson, Jim Baum, N47, Rafael Stark, Ron Gill, Rónán de Hooge, Upload Ventures;General Catalyst;12;Series B;Aug;7;2023
One Model;Analytics, Artificial Intelligence (AI), Business Intelligence, Data Governance, Data Visualization, Enterprise Software, Generative AI, Human Resources, Predictive Analytics, SaaS;Austin, Texas, United States, North America;AV8 Ventures, Geekdom, Queensland Investment Corporation, Riverwood Capital;Riverwood Capital;4;Series B;Aug;7;2023
Kaleidoscope;Enterprise Software, Marketplace, Predictive Analytics, Social Entrepreneurship, Software;Minneapolis, Minnesota, United States, North America;3×5 Partners, Rally Ventures;3×5 Partners, Rally Ventures;2;Series A;aug;8;2023
Fulcrum;Data Collection and Labeling, Enterprise Resource Planning (ERP), Enterprise Software, Manufacturing, SaaS, Small and Medium Businesses;Minneapolis, Minnesota, United States, North America;Ara Mahdessian, Battery Ventures, Bessemer Venture Partners, Daren Cotter, Motivate Venture Capital, Schematic Ventures, Tooey Courtemanch, Vahe Kuzoyan, Waybury Capital;Bessemer Venture Partners;9;Series A;Aug;9;2023
Kernel / Counter Service;Food and Beverage, Industrial Automation, Machine Learning, Restaurants, Software;New York, New York, United States, North America;Raga Partners, Virtru Investment Partners, Willoughby Capital;—;3;Series A;Aug;10;2023
Rootly;Artificial Intelligence (AI), Information Technology, Productivity Tools, SaaS, Software;San Francisco, California, United States, North America;Gradient, Renegade Partners, XYZ Venture Capital;Renegade Partners;3;Series A;Aug;10;2023
Osano;B2B, Compliance, Data Governance, Privacy, Risk Management, SaaS, Software;Austin, Texas, United States, North America;Baird Capital, First Ascent Ventures, Jump Capital, LiveOak Ventures, Next Coast Ventures, TDF Ventures;Baird Capital;6;Series B;Aug;10;2023
Immersed;Developer Platform, Information Technology, Software, Virtual Reality;Austin, Texas, United States, North America;Fireroad, Joshua Y. Lee, Ryan Rixon;—;3;Series A;Aug;12;2023
Highlight;Consumer Research, Data Management, Data Visualization, Information Technology, Market Research, Product Research, Software, Usability Testing;New York, New York, United States, North America;Acre Venture Partners, Eudemian Ventures, GS Futures, HearstLab, Ingeborg Investments, Jag Bath, Ryan Nece;Acre Venture Partners, HearstLab;7;Series A;Aug;15;2023
Compa;Enterprise Software, Human Resources;Newport Beach, California, United States, North America;Acadian Ventures, Base10 Partners, HR Tech Investments LLC, NJP Ventures, Penny Jar Capital, Storm Ventures;Storm Ventures;6;Series A;Aug;15;2023
AnthologyAI;Analytics, Artificial Intelligence (AI), Big Data, Consumer Software, Data Integration, Machine Learning, Predictive Analytics, Software;New York, New York, United States, North America;1707 Capital, AAF Management Ltd., AME Cloud Ventures, B3 Capital, Industry Ventures, Lightning Capital, Montage Ventures, Nava Ventures, Streamlined Ventures;Nava Ventures;9;Series A;Aug;16;2023
Dynamo AI;Artificial Intelligence (AI), Generative AI, Machine Learning;San Francisco, California, United States, North America;Canapi Ventures, Charu Jangid, Formus Capital, Nexus Venture Partners, Soma Capital, Tolga, Vojta Jína;Canapi Ventures, Nexus Venture Partners;7;Series A;Aug;16;2023
Aether Bio;Artificial Intelligence (AI), Machine Learning, Medical;Menlo Park, California, United States, North America;Amplifier, Good AI Capital, Natural Capital, Unless;Natural Capital, Unless;4;Series A;Aug;16;2023
Cerby;Cloud Security, Cyber Security, Enterprise Software, Identity Management;San Francisco, California, United States, North America;AV8 Ventures, Ben Johnson, Bowery Capital, Founders Fund, Incubate Fund, Okta Ventures, Outpost Ventures, Ridge Ventures, Salesforce Ventures, Tau Ventures, Two Sigma Ventures, Vela Partners;Bowery Capital, Two Sigma Ventures;12;Series A;Aug;22;2023
Ikigai Labs;Analytics, Data Integration, Information Technology;San Francisco, California, United States, North America;e& capital, Foundation Capital, Premji Invest;Premji Invest;3;Series A;Aug;24;2023
Poolside;Artificial Intelligence (AI), Developer Platform, Information Technology, Infrastructure, Software;San Francisco, California, United States, North America;Bain Capital Ventures, Bpifrance, Eduardo Ronzano, Felicis, Frst, Motier Ventures, New Wave Ventures, Redpoint, Redpoint Ventures China, Rodolphe Saadé, Scribble Ventures, Xavier Niel;Felicis, Redpoint Ventures China, Xavier Niel;12;Series A;Aug;24;2023
APERIO;Artificial Intelligence (AI), Big Data, Data Visualization, Infrastructure, Software;"

Boston, Massachusetts, United States, North America";Bazan Group ltd, Chevron Technology Ventures, Delek US, Momenta, National Grid Partners (NGP), NextEra Energy;Momenta;6;Series A;Aug;24;2023
Modular;Artificial Intelligence (AI), Generative AI, Machine Learning, Software;Palo Alto, California, United States, North America;Factory, General Catalyst, Greylock, GV, SV Angel;General Catalyst;5;Series B;Aug;24;2023
ConverSight;Analytics, Artificial Intelligence (AI), Generative AI, Natural Language Processing, Predictive Analytics, Software;Indianapolis, Indiana, United States, North America;Augment Ventures, Elevate Ventures, Rev1 Ventures, Surface Ventures, Techstars;Surface Ventures;5;Series A;Aug;28;2023
Tavus;Artificial Intelligence (AI), Developer Platform, Generative AI, Software, Video;San Francisco, California, United States, North America;HubSpot, Scale Venture Partners, Sequoia Capital, Y Combinator;Scale Venture Partners;4;Series A;Aug;29;2023
PatchRx;Data Visualization, Health Care, Medical, Medical Device, Software;Tulsa, Oklahoma, United States, North America;Atento Capital, Cortado Ventures, Forum Ventures, Plains Ventures, Vast Ventures;Atento Capital;5;Series A;Aug;30;2023
Prophecy.io;Analytics, Cloud Data Services, Enterprise Software, Information Technology, SaaS;Palo Alto, California, United States, North America;Dallas Venture Capital, Databricks Ventures, Insight Partners, JP Morgan, SignalFire, Singtel Innov8, SquareOne Capital;Insight Partners, SignalFire;7;Series B;Oct;2;2023
 Iambic;Artificial Intelligence (AI), Machine Learning, Software, Therapeutics;San Diego, California, United States, North America;Abingworth, Ascenta Capital, Bill Rastetter Rastetter, Catalio Capital Management, Coatue, FreeFlow, Gradiant, Illumina Ventures, Nexus Ventures, NVIDIA, OrbiMed, Sequoia Capital, William Rastetter;Abingworth, Ascenta Capital;13;Series B;Oct;3;2023
Loop;Financial Services, FinTech, Information Technology, Logistics, Payments, SaaS;San Francisco, California, United States, North America;9Yards Capital, Atacama Ventures, Index Ventures, J.P. Morgan Growth Equity Partners, Latitude Ventures, Susa Ventures;Index Ventures, J.P. Morgan Growth Equity Partners;6;Series B;Oct;3;2023
Opsera;Artificial Intelligence (AI), DevOps, Information Technology, Software;Palo Alto, California, United States, North America;Alumni Ventures, Clear Ventures, Felicis, Taiwania Capital Management Corporation;Alumni Ventures, Taiwania Capital Management Corporation;4;Series A;Oct;4;2023
Saleo;SaaS, Sales, Software;Atlanta, Georgia, United States, North America;Emergence Capital, Tech Square Ventures;-;2;Series A ;Oct;5;2023
The Brief;Advertising, Artificial Intelligence (AI), Digital Marketing, Graphic Design, Marketing Automation, Productivity Tools;San Francisco, California, United States, North America;3VC, Marius Istrate, Point Nine;3VC, Point Nine;3;Series A;Oct;5;2023
Upwind Security;Cloud Infrastructure, Cloud Management, Cloud Security, Information Technology, Software;San Francisco, California, United States, North America;Cerca Partners, Craft Ventures, Cyberstarts, Greylock, Leaders Fund, Omri Casspi, Penny Jar Capital;Cyberstarts, Greylock, Leaders Fund;7;Series A;Sep;5;2023
Certa;B2B, Compliance, Enterprise Software, Risk Management, SaaS;Saratoga, California, United States, North America;"
1745 Ventures, Aglaé Ventures, Fin Capital, Goat Capital, MANTIS Venture Capital, Point72 Ventures, Tru Arrow Partners, Vertex Ventures";Fin Capital, Vertex Ventures;8;Series B;Sep;7;2023
Imbue;Artificial Intelligence (AI), Generative AI, Machine Learning, Robotics;San Francisco, California, United States, North America;Astera Institute, Kyle Vogt, NVIDIA, Simon Last, South Park Commons;Astera Institute;5;Series B;Sep;7;2023
Harri;Hospitality, Human Resources, Recruiting, SaaS, Software;New York, New York, United States, North America;Atalaya Capital, Golub Growth;Atalaya Capital;2;Series B;Oct;10;2023
Modal Labs;Cloud Data Services, Information Technology, Software, Web Development;New York, New York, United States, North America;Allison Pickens, Amplify Partners, Arjun Narayan, Barr Moses, Barry McCardel, Benn Stancil, Boris Jabes, Christopher Ré, Creandum, Definition, Eastlink Capital, Essence Fund, Factorial Capital, Gaingels, Hamel Hussain, Howard University, Iqram Magdon-Ismail, Jeff Hammerbacher, Jessie Frazelle, Jordan Tigani, Josh Wills, Julia Schottenstein, Lindsay M. Pettingill, Lux Capital, Neha Narkhede, Quiet Capital, Redpoint, Ry Walker, Simon Eskildsen, Tejas Manohar, The New Normal Fund, Tristan Handy, Zero Prime Ventures;Redpoint;33;Series A;Oct;10;2023
Thread;Computer, Data Collection and Labeling, Data Integration, Information Technology, Robotics, Software;Grand Forks, North Dakota, United States, North America;Badlands Capital, Excell Partners, Generational Partners, Homegrown Capital, Minnkota Power Cooperative, O'Leary Ventures, Rosecliff Ventures;Badlands Capital;7;Series A;Oct;10;2023
Cleanlab;Artificial Intelligence (AI), Database, Machine Learning;San Francisco, California, United States, North America;Bain Capital Ventures, Databricks Ventures, Menlo Ventures, TQ Ventures;Menlo Ventures, TQ Ventures;4;Series A;Oct;10;2023
Efabless;Application Specific Integrated Circuit (ASIC), Communities, Crowdsourcing, Electronic Design Automation (EDA), Electronics, Hardware, Internet of Things, Open Source, Semiconductor;Palo Alto, California, United States, North America;GlobalFoundries, Lanza Tech Ventures, New North Ventures, Synopsys;GlobalFoundries;4;Series A;Oct;10;2023
Conveyor;Artificial Intelligence (AI), Cloud Security, Compliance, Cyber Security, Risk Management, SaaS, Sales Automation, Software;San Francisco, California, United States, North America;Alumni Ventures, Cervin Ventures;Alumni Ventures, Cervin Ventures;2;Series B;oct;11;2023
Optera;CleanTech, Energy, Environmental Consulting, SaaS, Sustainability;Boulder, Colorado, United States, North America;AngelList, Blackhorn Ventures, Engage, Massive, Mucker Capital, NEXT Frontier Capital, Overture VC, SaaS Ventures, Stout Street Capital, Valo Ventures;NEXT Frontier Capital;10;Series A;Sep;11;2023
Intento;Artificial Intelligence (AI), Developer APIs, Enterprise Software, Information Technology, SaaS, Translation Service;San Francisco, California, United States, North America;Courtyard Ventures, Davidovs Venture Collective, Flint Capital, I2BF Global Ventures, Scorpion Capital, Somersault Ventures;Somersault Ventures;6;Series A;Oct;11;2023
Prevounce Health;Compliance, Health Care, Health Diagnostics, Home Health Care, Medical, Medical Device, mHealth, Productivity Tools, SaaS, Software;Indianapolis, Indiana, United States, North America;Cloud Hill Partners, Michael Hammond;Cloud Hill Partners, Michael Hammond;2;Series A ;Oct;12;2023
Pulsora ;Information Technology, SaaS, Software;San Francisco, California, United States, North America;Aramco Ventures, Builders VC, Carica Sustainable Investments, FINTOP Capital, Galvanize Climate Solutions, JetBlue Ventures, Sabancı Ventures, Sompo Holdings;Galvanize Climate Solutions;8;Series A;Sep;12;2023
Klleon;Artificial Intelligence (AI), Chatbot, Content Creators, Generative AI, Human Computer Interaction, SaaS, Video, Video Chat;San Mateo, California, United States, North America;Kakao Investment, LB Investment, Samsung Venture Investment;LB Investment;3;Series A;Sep;13;2023
Deduce;Analytics, Artificial Intelligence (AI), Big Data, Cyber Security, Fraud Detection, Identity Management, Predictive Analytics, Software;Philadelphia, Pennsylvania, United States, North America;Foundry Group, Freestyle Capital, True Ventures;Freestyle Capital;3;Series B;Sep;13;2023
N5 Now;Banking, Consulting, CRM, Finance, Financial Services, FinTech, Insurance, PaaS, SaaS, Software;New York, New York, United States, North America;ArpexCapital, Exor Ventures, Illuminate Financial, LTS Investments, Madrone Capital Partners;Illuminate Financial;5;Series A;Sep;13;2023
Exostellar;Artificial Intelligence (AI), Machine Learning, SaaS;"chine Learning, SaaS
Ithaca, New York, United States, North America";Alpha Intelligence Capital, Cambium Capital Partners, Candou Ventures, Celesta Capital;Cambium Capital Partners, Celesta Capital;4;Series A;Sep;13;2023
Aarna Networks;Cloud Computing, Information Technology, Open Source, Software, Telecommunications;San Jose, California, United States, North America;"
3Lines, Carat Venture Partners, Leonardo DaVinci Venture Partners, NVIDIA";"
3Lines, Carat Venture Partners, Leonardo DaVinci Venture Partners, NVIDIA";4;Series A;Oct;13;2023
Linear;Developer Platform, Developer Tools, Information Technology, Software;San Francisco, California, United States, North America;01 Advisors, Accel, Akash Garg, Andrew Mason, Anssi Rusi, Anthony Guo, Cal Henderson, Christina Cacioppo, Claire Hughes Johnson, Ganesh Srinivasan, Gavin Weigh, Guillermo Rauch, Ilkka Paananen, Illusian Founder Office, Immad Akhund, Jorn van Dijk, Josh Miller, Kenneth Auchenberg, Koen Bok, Kristo Ovaska, Krithika Muthukumar, Kyle Parrish, Lee Robinson, Marianne Vikkula, Oskari Saarenmaa, Pia Henrietta Kekäläinen, Praveen Neppalli Naga, Riku Mäkelä, Robert Gentz, Rudi Skogman, Sequoia Capital, Stewart Butterfield;Accel;32;Series B;Sep;14;2023
Orbee;Advertising, Automotive, Digital Marketing, Marketing, Marketing Automation;Irvine, California, United States, North America;Basil Family Dealerships, Flow Automotive Companies, FM Capital, Holman Enterprises, Mills Automotive Group, Pohanka Automotive Group, Qvale Auto Group, Ron Frey;FM Capital;8;Series A;Sep;14;2023
Optiwatt;Electric Vehicle, Mobile Apps, Real Time, SaaS;San Francisco, California, United States, North America;Active Impact Investments, GV, Navitas Capital, Skyview Ventures, Thin Line Capital, Urban Innovation Fund;Navitas Capital;6;Series A;Sep;14;2023
Sailes;Artificial Intelligence (AI), Machine Learning;Kansas City, Missouri, United States, North America;Acronym Venture Capital, KCRise Fund, Lewis & Clark Ventures, Plow Ventures (PlowVC.com), Valor Ventures;"
Lewis & Clark Ventures";5;Series A;Sep;14;2023
Everest Systems;Enterprise Resource Planning (ERP), SaaS, Software;Mountain View, California, United States, North America;Altimeter Capital, D1 Capital Partners, Redpoint, Sutter Hill Ventures;—;4;Series B;Oct;15;2023
Creative Force;E-Commerce, Photography, SaaS, Software;San Francisco, California, United States, North America;Export and Investment Fund, Hearst Ventures;Export and Investment Fund, Hearst Ventures;2;Series A ;Oct;16;2023
Hayden AI;Analytics, Artificial Intelligence (AI), Big Data, Computer Vision, Geospatial, Machine Learning;San Francisco, California, United States, North America;BootstrapLabs, Bridgestone Corporation, Global Brain Corporation, Oshkosh, The Drawdown Fund;The Drawdown Fund;5;Series B;Oct;16;2023
Leucine;Life Science, Pharmaceutical, SaaS;New York, New York, United States, North America;Axilor Ventures, Ecolab, Pravega Ventures, Techstars;Ecolab;4;Series A;Oct;16;2023
Veruna;InsurTech, Productivity Tools, SaaS, Sales Automation;Hopkinton, Massachusetts, United States, North America;Berkeley Ventures, CoVerica, EMC Insurance, Guidewire Software, Keystone Insurers Group, The Institutes Knowledge Group;Berkeley Ventures, CoVerica, Guidewire Software, The Institutes Knowledge Group;6;Series B;Oct;17;2023
Prepared;Artificial Intelligence (AI), Enterprise Software, Public Safety;New York, New York, United States, North America;Andreessen Horowitz, Gradient, Ironwood Ventures, M13, VentureFund;Andreessen Horowitz;5;Series A;Oct;17;2023
Yardstik;SaaS, Software;Minneapolis, Minnesota, United States, North America;Crosslink Capital, Grotech Ventures, MissionOG, Rally Ventures;MissionOG;4;Series A;Oct;17;2023
Spec;Cloud Infrastructure, Data Integration, Enterprise Software, Fraud Detection, SaaS, Security;San Jose, California, United States, North America;Legion Capital, Rally Ventures, SignalFire;SignalFire;2;Series A;Oct;18;2023
Writer;Content, Generative AI, Natural Language Processing, Productivity Tools, Virtual Assistant;San Francisco, California, United States, North America;Accenture, Aspect Ventures, Balderton Capital, Gradient, ICONIQ Growth, Insight Partners, Vanguard, WndrCo;ICONIQ Growth;8;Series B;Sep;18;2023
Levelpath;Artificial Intelligence (AI), Procurement, Productivity Tools, SaaS;San Francisco, California, United States, North America;Menlo Ventures, NewView Capital, Redpoint, World Innovation Lab;Redpoint;4;Series A;Sep;18;2023
Imbue;Artificial Intelligence (AI), Generative AI, Machine Learning, Robotics;San Francisco, California, United States, North America;Amazon Alexa Fund, Eric Schmidt;—;2;Series B ;oct;19;2023
Tabular;Analytics, Cloud Computing, Software;San Jose, California, United States, North America;Altimeter Capital, Andreessen Horowitz, Zetta Venture Partners;Altimeter Capital;3;Series B;Sep;19;2023
Pryon;Artificial Intelligence (AI), Computer Vision, Generative AI, Knowledge Management, Machine Learning;Raleigh, North Carolina, United States, North America;7BC Venture Capital, Aperture Venture Capital, BootstrapLabs, Breyer Capital, Duke Capital Partners, Good Growth Capital, Omnimed Capital, Revolution’s Rise of the Rest Seed Fund, Triangle Tweener Fund, US Innovative Technology Fund;US Innovative Technology Fund;10;Series B;Sep;19;2023
HiddenLayer;Cyber Security, Machine Learning, Security;Austin, Texas, United States, North America;Aro Ventures, Booz Allen Ventures, Capital One Ventures, IBM Ventures, M12 - Microsoft's Venture Fund, Moore Strategic Ventures, Secure Octane, Ten Eleven Ventures;M12 - Microsoft's Venture Fund, Moore Strategic Ventures;8;Series A;Sep;19;2023
Warmly;Developer Platform, Information Services, Information Technology, SaaS, Sales, Software;Houston, Texas, United States, North America;F-Prime, Felicis, Maven Ventures, NFX, Zoom Ventures;Felicis;5;Series A;Oct;19;2023
TileDB;Analytics, Big Data, Computer, Data Storage, Software;Cambridge, Massachusetts, United States, North America;AlleyCorp, Amgen Ventures, Big Pi Ventures, Intel Capital, LDV Partners, Lockheed Martin, Nexus Venture Partners, NTT DOCOMO Ventures, S Ventures, SAV (Scale Asia Ventures), Two Bear Capital, Uncorrelated Ventures, Verizon Ventures;AlleyCorp;13;Series B;Sep;20;2023
MotherDuck;Analytics, Database, Machine Learning, Software;Seattle, Washington, United States, North America;Altimeter, Amplify Partners, Andreessen Horowitz, Felicis, Madrona, Redpoint, Zero Prime Ventures;Felicis;7;Series B;Sep;20;2023
Atlys;FinTech, Legal, SaaS, Software, Tourism, Travel;San Francisco, California, United States, North America;Andreessen Horowitz, Elevation Capital, Peak XV Partners, South Park Commons, The Chainsmokers;Elevation Capital, Peak XV Partners;5;Series A;Sep;20;2023
Legit Security;Artificial Intelligence (AI), Cyber Security, SaaS, Software;Boston, Massachusetts, United States, North America;Bessemer Venture Partners, CRV, Cyberstarts, TCV;CRV;4;Series B;Sep;20;2023
Connectly.ai;Artificial Intelligence (AI), Information Technology, Machine Learning, Messaging;Redwood City, California, United States, North America;RX Ventures, Saurabh Gupta, Volpe Capital;Volpe Capital;3;Series A;Sep;21;2023
Rocket.Chat;Developer Platform, Developer Tools, Enterprise Software, Messaging, Software;Wilmington, Delaware, United States, North America;Alexia Ventures, Bob Young, Bossa Invest, DGF, Endeavor Catalyst, Graphene Ventures, Greycroft, MONASHEES, New Enterprise Associates, Scale-Up Ventures, Valor Capital Group;Alexia Ventures, Bob Young, Endeavor Catalyst, New Enterprise Associates, Valor Capital Group;11;Series A;Sep;21;2023
Signos;Health Care, Machine Learning;Burlingame, California, United States, North America;Cheyenne Ventures, Dexcom Ventures, GV, Julian Aiken, Romello Crowell, Samsung NEXT;Cheyenne Ventures, GV;6;Series B;Oct;21;2023
Ternary;Cloud Computing, Finance, Software;San Francisco, California, United States, North America;Fin Capital, Gaingels, Great Oaks Venture Capital, Jump Capital, RiverPark Ventures;Jump Capital;5;Series A;Oct;23;2023
OnsiteIQ;Artificial Intelligence (AI), Computer Vision, Construction, Enterprise Software, Real Estate;New York, New York, United States, North America;Interplay, RET Ventures, Vertical Venture Partners;Vertical Venture Partners;3;Series B;Oct;24;2023
Adlumin;Cyber Security, Enterprise Software, Information Technology, Network Security, SaaS;Burlington, Massachusetts, United States, North America;BankTech Ventures, First In, SYN Ventures, Washington Harbour Partners;SYN Ventures;4;Series B;Oct;24;2023
